emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt
frustrated,0.3616,0.4845,0.2517,-5.6003
frustrated,0.0392,0.302,0.7815,-0.9305
frustrated,1.2571,0.3836,0.1046,-16.9653
frustrated,0.2738,0.4072,0.0127,-8.2508
frustrated,0.2373,0.4505,0.0107,-6.6309
frustrated,0.2895,0.4132,0.0946,12.3356
frustrated,0.3334,0.4369,0.664,5.6934
frustrated,0.328,0.3874,0.1762,-6.6276
frustrated,0.2002,0.4118,0.0905,-1.7363
frustrated,0.1671,0.4485,0.6583,-1.8779
frustrated,0.33,0.4923,0.001,-3.209
frustrated,0.3077,0.4879,0.5858,7.2255
frustrated,0.2959,0.4724,0.5993,8.1721
frustrated,0.3364,0.4755,0.6034,-1.9089
frustrated,0.1954,0.2411,0.5812,8.9451
frustrated,0.3768,0.3915,0.5168,-10.4177
frustrated,0.3233,0.3054,0.382,-4.3729
frustrated,0.4331,0.3261,0.088,-7.1209
frustrated,0.3748,0.4762,0.0141,-9.6737
frustrated,0.2161,0.3663,0.3512,-15.4896
frustrated,0.3968,0.5192,0.2841,17.8075
frustrated,0.4469,0.4851,0.3848,-2.249
frustrated,0.1204,0.289,0.3016,12.4584
frustrated,0.1735,0.373,0.6417,-1.7929
frustrated,0.2429,0.4533,0.5302,0.9942
frustrated,0.3865,0.4739,0.1758,-7.8599
frustrated,0.3559,0.3935,0.3042,12.269
frustrated,0.2775,0.3529,0.0274,9.6947
frustrated,0.3912,0.4903,0.0048,-50.3602
frustrated,0.3536,0.4666,0.0133,-0.1353
frustrated,0.2877,0.3375,0.0047,-8.9475
frustrated,0.312,0.4924,0.0021,1.9417
frustrated,0.3354,0.472,0.0327,-0.0868
frustrated,0.1379,0.4639,0.2766,0.5977
frustrated,0.3192,0.4843,0.493,-13.7972
frustrated,0.1089,0.4278,0.5868,-5.1261
frustrated,0.276,0.357,0.0063,0.8204
frustrated,0.3421,0.4471,0.4736,2.8141
frustrated,0.297,0.4659,0.5436,-4.2458
frustrated,0.3993,0.4444,0.6827,-1.5344
frustrated,0.229,0.5323,0.1549,7.0013
frustrated,0.3283,0.5173,0.1891,-2.5933
frustrated,0.2823,0.5142,0.3495,9.9023
frustrated,0.3354,0.5262,0.0208,-2.6023
frustrated,0.3372,0.4917,0.5191,-1.9753
frustrated,0.4483,0.3321,0.0196,2.6475
frustrated,0.3793,0.5847,0.0108,-1.787
frustrated,0.2273,0.4999,0.0153,-0.0577
frustrated,0.3815,0.5874,0.5387,-19.956
frustrated,0.2577,0.5145,0.5412,-6.6272
frustrated,0.2768,0.3786,0.0035,0.3317
frustrated,0.3879,0.4214,0.6223,5.0251
frustrated,0.2132,0.2568,0.9765,-3.3202
frustrated,0.3927,0.4025,0.2971,1.7473
frustrated,0.1848,0.4285,0.0179,0.5061
frustrated,0.2206,0.4896,0.0805,-24.8251
frustrated,0.3098,0.4714,0.1043,-8.9641
frustrated,0.3431,0.5435,0.0078,8.322
frustrated,0.2569,0.2751,0.6467,-2.4998
frustrated,0.3769,0.3001,0.6314,-22.464
frustrated,0.3747,0.4508,0.0233,7.2847
frustrated,0.0493,0.3534,0.3751,-0.4076
frustrated,0.212,0.4366,0.0486,7.2502
frustrated,0.2209,0.4636,0.1383,-2.6934
frustrated,0.2869,0.3592,0.2273,-14.7898
frustrated,0.4862,0.3592,0.6152,1.1917
frustrated,0.3422,0.4117,0.2016,-2.0271
frustrated,0.3862,0.4306,0.8814,4.3381
frustrated,0.1998,0.4111,0.0674,-3.242
frustrated,0.4325,0.3988,0.2394,-0.5866
frustrated,0.0194,0.3289,0.5376,-0.1998
frustrated,0.3024,0.481,0.4988,3.2622
frustrated,0.4053,0.4518,0.6057,-2.8255
frustrated,0.1186,0.4716,0.1255,2.0185
frustrated,0.3862,0.4038,0.0606,-3.1995
frustrated,0.2675,0.3805,0.0166,6.3287
frustrated,0.1512,0.5592,0.4126,-5.3509
frustrated,0.2385,0.4349,0.4769,0.9643
frustrated,0.3506,0.3794,0.4023,-2.9235
frustrated,0.3121,0.3723,0.3562,10.1091
frustrated,0.1568,0.3864,0.6787,-2.1908
frustrated,0.058,0.4169,0.3737,-0.7495
frustrated,0.2353,0.4509,0.0116,0.5806
frustrated,0.3077,0.4879,0.5858,7.2255
frustrated,0.2382,0.3684,0.0328,-0.8998
frustrated,0.3794,0.5393,0.1958,-2.9129
frustrated,0.433,0.3661,0.6805,3.4407
frustrated,0.3979,0.444,0.2938,3.8742
frustrated,0.3299,0.3991,0.5242,-0.8464
frustrated,0.3243,0.5694,0.7054,2.9202
frustrated,0.4573,0.4606,0.0572,7.0756
frustrated,0.3452,0.3586,0.0025,-1.7376
frustrated,0.2105,0.3668,0.9335,-15.8662
frustrated,0.2428,0.3647,0.2645,-13.6639
frustrated,0.2656,0.4143,0.0062,0.3251
frustrated,0.1499,0.3687,0.4036,-22.598
frustrated,0.3845,0.4632,0.0245,1.9002
frustrated,0.3853,0.3827,0.0321,-3.0679
frustrated,0.3127,0.5001,0.0112,-1.3559
frustrated,0.4086,0.3861,0.0672,25.8793
frustrated,0.3552,0.402,0.2552,10.4201
frustrated,0.1523,0.4155,0.4177,-3.3658
frustrated,0.2699,0.4436,0.1748,-0.1901
frustrated,0.2745,0.4775,0.0065,-2.57
frustrated,0.279,0.2811,0.9079,-2.7703
frustrated,0.2888,0.5538,0.2959,-24.3896
frustrated,0.2753,0.4326,0.279,0.285
frustrated,0.3811,0.4034,0.0092,5.3703
frustrated,0.2321,0.4241,0.0439,3.095
frustrated,0.1451,0.2331,0.0595,-3.6913
frustrated,0.3918,0.3634,0.2547,-7.3252
frustrated,0.4205,0.4094,0.0087,-8.9423
frustrated,0.2885,0.3349,0.7444,23.2777
frustrated,0.2134,0.511,0.5849,-1.9334
frustrated,0.2761,0.4937,0.3274,-8.4927
frustrated,0.3795,0.374,0.0707,-5.4785
frustrated,0.2554,0.5654,0.0158,-3.4597
frustrated,0.2288,0.566,0.4835,1.121
frustrated,0.3616,0.6777,0.01,-1.9196
frustrated,0.3346,0.4114,0.0785,17.7603
frustrated,0.3196,0.5159,0.0241,-15.9157
frustrated,0.1523,0.4155,0.4177,-3.3658
frustrated,0.1599,0.5571,0.009,-1.0128
frustrated,0.3008,0.3246,0.1424,-31.8955
frustrated,0.2752,0.267,0.1563,11.1613
frustrated,0.3,0.3432,0.0388,-4.1258
frustrated,0.2242,0.3348,0.8724,7.1933
frustrated,0.1212,0.4371,0.0059,2.2889
frustrated,0.0735,0.3764,0.598,-4.2162
frustrated,0.3074,0.5297,0.0079,2.693
frustrated,0.3787,0.3478,0.0538,-21.1899
frustrated,0.1518,0.4424,0.316,-3.5773
frustrated,0.2322,0.3675,0.0255,-3.9288
frustrated,0.3756,0.4277,0.8501,1.7833
frustrated,0.0837,0.3868,0.596,-5.8977
frustrated,0.3411,0.4315,0.5095,6.7989
frustrated,0.3617,0.4555,0.5145,2.3014
frustrated,0.2981,0.6828,0.0552,3.3529
frustrated,0.3438,0.5025,0.3139,0.3153
frustrated,0.2942,0.46,0.1189,-6.2352
frustrated,0.2914,0.3364,0.006,5.1877
frustrated,0.2844,0.4183,0.2687,6.7367
frustrated,0.2182,0.4051,0.3433,-1.6135
frustrated,0.3968,0.4489,0.045,-6.586
frustrated,0.2014,0.4798,0.762,2.0954
frustrated,0.2984,0.5114,0.0061,-5.0049
frustrated,0.3145,0.4579,0.0076,11.3744
frustrated,0.4174,0.4594,0.2962,-17.0391
frustrated,0.2859,0.4836,0.0286,0.7142
frustrated,0.2875,0.3747,0.5419,8.83
frustrated,0.2589,0.457,0.6134,-3.8117
frustrated,0.3781,0.48,0.1395,-0.6756
frustrated,0.2741,0.5172,0.5105,-3.525
frustrated,0.392,0.4168,0.069,12.4501
frustrated,0.1657,0.4436,0.0299,-3.8594
frustrated,0.2714,0.4447,0.2034,8.4152
frustrated,0.4006,0.3604,0.6838,-16.1195
frustrated,0.0541,0.409,0.6426,1.829
frustrated,0.1338,0.4331,0.6698,1.1273
frustrated,0.3731,0.4526,0.0147,-5.8603
frustrated,0.3286,0.323,0.0478,2.8878
frustrated,0.1193,0.4976,0.2652,-4.4219
frustrated,0.393,0.4274,0.6556,-5.3145
frustrated,0.2471,0.3768,0.5404,4.3297
frustrated,0.3463,0.5283,0.1274,-12.093
frustrated,0.4048,0.3902,0.0679,-15.0808
frustrated,0.2635,0.3915,0.003,19.0274
frustrated,0.3997,0.3745,0.0669,-6.194
frustrated,0.4023,0.4388,0.0397,1.088
frustrated,0.3751,0.4088,0.7605,2.2027
frustrated,0.1361,0.5665,0.2888,-4.1468
frustrated,0.3721,0.4325,0.1686,-4.5926
frustrated,0.3472,0.4799,0.3115,11.9947
frustrated,0.3876,0.4834,0.0033,5.4302
frustrated,0.3179,0.4118,0.6958,0.1981
frustrated,0.0305,0.3646,0.4137,5.2652
frustrated,0.2868,0.389,0.0237,-14.4114
frustrated,0.31,0.4988,0.0481,0.3048
frustrated,0.3109,0.3739,0.27,-1.308
frustrated,0.2906,0.3669,0.2753,-3.3456
frustrated,0.3271,0.5517,0.3799,-11.7246
frustrated,0.2169,0.2875,0.4014,4.6899
frustrated,0.4018,0.4813,0.0091,-6.9229
frustrated,0.2597,0.4356,0.3089,-13.3767
frustrated,0.0876,0.3908,0.0168,5.6139
frustrated,0.1641,0.4103,0.3967,-1.744
frustrated,0.3132,0.4065,0.1244,1.8708
frustrated,0.2535,0.2432,0.0194,32.4893
frustrated,0.3152,0.5368,0.2076,4.0062
frustrated,0.3525,0.4476,0.0248,1.8104
frustrated,0.2369,0.469,0.1209,9.6413
frustrated,0.396,0.1292,0.0185,-58.9898
frustrated,0.419,0.3963,0.2333,0.8437
frustrated,0.4356,0.453,0.2451,1.4954
frustrated,0.2724,0.3929,0.089,9.167
frustrated,0.4108,0.5721,0.0106,6.7889
frustrated,0.2832,0.3128,0.5646,-0.5751
frustrated,0.2334,0.5078,0.003,0.3636
frustrated,0.3416,0.6526,0.0411,-12.1531
frustrated,0.2699,0.4001,0.0033,-3.4035
frustrated,0.4184,0.549,0.5607,2.4392
frustrated,0.2594,0.4953,0.2307,0.9007
frustrated,0.5187,0.3005,0.925,-5.7094
frustrated,0.3375,0.4235,0.0098,-2.1086
frustrated,0.2754,0.4077,0.3124,3.8417
frustrated,0.4273,0.3972,0.2508,1.7562
frustrated,0.1297,0.4774,0.3312,24.8748
frustrated,0.2986,0.3852,0.0115,-0.8936
frustrated,0.3481,0.4242,0.0302,0.5786
frustrated,0.2255,0.3661,0.0038,-1.6523
frustrated,0.3265,0.4094,1.059,-1.2439
frustrated,0.2895,0.4052,0.0177,-2.9459
frustrated,0.0615,0.3722,0.2968,2.9137
frustrated,0.2182,0.3265,0.0815,-1.2923
frustrated,0.3061,0.3356,0.752,-0.2921
frustrated,0.311,0.3855,0.2192,-9.5255
frustrated,0.4309,0.3706,0.3101,6.0124
frustrated,0.3778,0.3628,0.7349,5.9125
frustrated,0.3197,0.4541,0.7037,-1.5005
frustrated,0.3268,0.4028,0.0262,-11.3631
frustrated,0.2886,0.3212,0.1024,0.4522
frustrated,0.1278,0.3195,0.3531,11.896
frustrated,0.2546,0.3858,0.5369,4.5844
frustrated,0.3731,0.5997,0.0201,5.2017
frustrated,0.0393,0.4685,0.4282,-2.0132
frustrated,0.3788,0.4093,0.6078,3.7215
frustrated,0.3015,0.4685,0.0052,-0.7374
frustrated,0.1209,0.4105,0.3496,3.6602
frustrated,0.2877,0.2283,0.6008,21.9509
frustrated,0.1699,0.484,0.0098,4.8714
frustrated,0.3387,0.5852,0.2231,-1.6774
frustrated,0.309,0.3303,0.0079,-2.2215
frustrated,0.3636,0.3646,0.3449,-2.6241
frustrated,0.2992,0.5796,0.5205,-0.713
frustrated,0.4761,0.4179,0.1065,1.0183
frustrated,0.328,0.3874,0.1762,-6.6276
frustrated,0.3851,0.5139,0.0283,14.4183
frustrated,0.3993,0.5016,0.0031,-1.6082
frustrated,0.3486,0.4081,0.0104,-0.2082
frustrated,0.3415,0.4971,0.1095,-3.1946
frustrated,0.275,0.4308,0.0302,-12.3165
frustrated,0.1602,0.4165,0.7296,12.2698
frustrated,0.106,0.4355,0.5014,26.0446
frustrated,0.3817,0.5575,0.1718,-5.8998
frustrated,0.41,0.3533,0.6839,7.405
frustrated,0.1771,0.4086,0.6209,-3.6932
frustrated,0.3532,0.4079,0.5171,1.7262
frustrated,0.1895,0.4673,0.2013,6.5976
frustrated,0.1654,0.4434,0.0419,9.6134
frustrated,0.2821,0.4412,0.0054,4.4805
frustrated,0.337,0.4556,0.012,4.7488
frustrated,0.2742,0.4137,0.4521,7.9036
frustrated,0.1197,0.3629,0.5158,5.8531
frustrated,0.2699,0.3344,0.251,-6.325
frustrated,0.3681,0.3736,0.1797,-6.3446
frustrated,0.2958,0.453,0.0108,-9.42
frustrated,0.2668,0.3147,0.5961,-7.5258
frustrated,0.354,0.3463,0.0766,18.5373
frustrated,0.2398,0.4715,0.203,0.7091
frustrated,0.3372,0.3254,0.056,-8.3191
frustrated,0.2328,0.4564,0.0286,1.6877
frustrated,0.3562,0.3895,0.429,-2.5593
frustrated,0.4174,0.4699,0.0818,1.2674
frustrated,0.4503,0.5018,0.0319,10.2293
frustrated,0.2712,0.4965,0.1083,-39.3635
frustrated,0.0944,0.3913,0.2056,-6.9214
frustrated,0.0482,0.4611,0.0174,36.7403
frustrated,0.307,0.3979,0.0238,-32.3191
frustrated,0.338,0.4616,0.0246,-0.1877
frustrated,0.381,0.483,0.0609,-3.0764
frustrated,0.1876,0.4851,0.0852,7.3022
frustrated,0.3214,0.3483,0.7753,0.9268
frustrated,0.404,0.5103,0.4064,3.2981
frustrated,0.2456,0.5059,0.3855,-7.586
frustrated,0.145,0.3564,0.3058,-7.4759
frustrated,0.3181,0.4782,0.3279,-3.5977
frustrated,0.3277,0.4327,0.0339,-5.3853
frustrated,0.2771,0.4708,0.1783,10.6952
frustrated,0.3541,0.4216,0.7751,6.3064
frustrated,0.2856,0.4008,0.4082,0.7777
frustrated,0.3635,0.4386,0.1219,-8.9038
frustrated,0.0431,0.4973,0.0074,-0.6684
frustrated,0.4002,0.4344,0.3889,-7.0152
frustrated,0.4011,0.2534,0.0458,-9.5589
frustrated,0.3277,0.4424,0.5629,-28.9015
frustrated,0.3356,0.4985,0.0513,6.5274
frustrated,0.3094,0.3313,0.3703,10.0861
frustrated,0.3879,0.5035,0.1592,-2.2377
frustrated,0.4146,0.5034,0.2822,4.1854
frustrated,0.2203,0.3295,0.1959,7.0331
frustrated,0.3139,0.4809,0.0036,6.9883
frustrated,0.317,0.5061,0.0161,2.4363
frustrated,0.3478,0.44,0.2889,13.5666
frustrated,0.3261,0.4926,0.372,-2.3929
frustrated,0.3994,0.4876,0.6267,0.4337
frustrated,0.3985,0.4608,0.7027,-4.2404
frustrated,0.343,0.541,0.0151,5.4255
frustrated,0.3407,0.4255,0.0676,4.0905
frustrated,0.2448,0.5107,0.0723,-7.4842
frustrated,0.1568,0.3378,0.0201,9.5122
frustrated,0.2921,0.4155,0.1947,-3.5219
frustrated,0.3699,0.4194,0.0131,1.4537
frustrated,0.2899,0.4624,0.2671,-19.0657
frustrated,0.4558,0.4472,0.0997,-10.6648
frustrated,0.2773,0.43,0.7829,-17.2223
frustrated,0.3902,0.416,0.9695,3.0661
frustrated,0.3449,0.4145,0.0145,26.8279
frustrated,0.0223,0.3548,0.0053,-3.789
frustrated,0.3392,0.4821,0.0533,-6.5514
frustrated,0.3657,0.478,0.2414,15.8286
frustrated,0.0773,0.4364,0.0339,0.0252
frustrated,0.3196,0.3606,0.0457,7.5605
frustrated,0.2924,0.3896,0.6664,5.5119
frustrated,0.3439,0.3966,0.5286,-6.1408
frustrated,0.3426,0.4505,0.7712,-3.5481
frustrated,0.38,0.3749,0.3981,16.3242
frustrated,0.2306,0.4141,0.5604,-5.3634
frustrated,0.3838,0.4286,0.6658,2.1807
frustrated,0.4871,0.2774,1.1246,-42.9886
frustrated,0.3261,0.4926,0.372,-2.3929
frustrated,0.339,0.4594,0.0182,4.7263
frustrated,0.3062,0.4781,0.0309,0.9473
frustrated,0.2696,0.3237,0.0338,-1.5221
frustrated,0.3772,0.3831,0.0315,-8.0053
frustrated,0.2254,0.4577,0.6306,3.4887
frustrated,0.3939,0.458,0.3403,-0.72
frustrated,0.2541,0.4134,0.2937,-18.6659
frustrated,0.2893,0.3552,0.0502,2.1243
frustrated,0.2999,0.3413,0.1035,-15.284
frustrated,0.1124,0.5294,0.3166,-5.305
frustrated,0.092,0.3195,0.0162,1.6441
frustrated,0.1903,0.3222,0.2859,-8.4415
frustrated,0.3313,0.4247,0.2797,-7.9415
frustrated,0.3471,0.4475,0.0242,8.771
frustrated,0.3621,0.4016,0.0007,-8.8644
frustrated,0.397,0.4253,0.8195,2.3649
frustrated,0.38,0.4378,0.1641,-6.8439
frustrated,0.2757,0.521,0.3249,-4.3278
frustrated,0.111,0.4506,0.0143,-1.0402
frustrated,0.2452,0.4104,0.1886,0.3744
frustrated,0.3738,0.4513,0.4138,0.9704
frustrated,0.0893,0.4077,0.0047,18.2697
frustrated,0.3331,0.4012,0.5854,-3.4997
frustrated,0.458,0.4039,0.15,-2.5598
frustrated,0.1187,0.3686,0.7522,-5.6365
frustrated,0.3897,0.4951,0.0179,-0.4177
frustrated,0.3694,0.5267,0.0325,-17.8566
frustrated,0.4169,0.4382,0.1723,7.1963
frustrated,0.3683,0.4171,0.0331,11.7342
frustrated,0.0778,0.3944,0.8724,-10.7595
frustrated,0.2547,0.6232,0.0054,-3.8493
frustrated,0.3998,0.6461,0.2001,-5.3962
frustrated,0.3371,0.479,0.1676,-7.5283
frustrated,0.35,0.5374,0.0496,1.15
frustrated,0.3763,0.3815,0.0679,-5.7162
frustrated,0.3151,0.5824,0.0499,-2.1508
frustrated,0.3726,0.4121,0.6707,1.1351
frustrated,0.4322,0.3173,0.0963,-5.4795
frustrated,0.3733,0.4686,0.5042,-6.3895
frustrated,0.3117,0.4939,0.06,8.3473
frustrated,0.3082,0.4098,0.4494,-2.8165
frustrated,0.3287,0.5682,0.0121,5.2938
frustrated,0.3009,0.3923,0.049,4.4471
frustrated,0.2679,0.5002,0.2788,-6.3432
frustrated,0.2935,0.4672,0.7458,4.0023
frustrated,0.309,0.4001,0.0158,12.4587
frustrated,0.4983,0.4562,0.3433,19.4191
frustrated,0.2643,0.5019,0.0168,-8.4542
frustrated,0.3422,0.4744,0.3725,-8.2435
frustrated,0.3472,0.4665,0.0109,3.9605
frustrated,0.3458,0.481,0.0094,-4.3132
frustrated,0.3757,0.3666,0.0103,-24.7999
frustrated,0.2151,0.4411,0.6934,4.21
frustrated,0.2614,0.4602,0.0799,-5.7236
frustrated,0.4059,0.5181,0.0036,5.468
frustrated,0.3288,0.4577,0.021,5.23
frustrated,0.3473,0.381,0.0219,-2.6237
frustrated,0.1613,0.2903,0.601,-16.7397
frustrated,0.2111,0.4408,0.4148,9.0656
frustrated,0.2962,0.5777,0.0428,-1.7555
frustrated,0.3046,0.445,0.0096,0.5276
frustrated,0.2943,0.3613,0.0356,-9.1712
frustrated,0.242,0.4382,0.6213,-3.0986
frustrated,0.3195,0.2961,0.0031,-3.5575
frustrated,0.3966,0.4489,0.0067,-4.7838
frustrated,0.2844,0.543,0.5957,-13.9449
frustrated,0.28,0.4282,0.0327,-11.2124
frustrated,0.3204,0.4056,0.2545,2.202
frustrated,0.2237,0.3271,0.6525,17.0679
frustrated,0.1357,0.4209,0.0127,-19.9177
frustrated,0.2392,0.4495,0.04,-1.3243
frustrated,0.2297,0.4202,0.012,11.4671
frustrated,0.1501,0.2701,1.0029,3.5842
frustrated,0.3057,0.4672,0.3116,-3.1669
frustrated,0.3264,0.4069,0.0009,12.7842
frustrated,0.2409,0.2419,0.8669,4.3689
frustrated,0.2014,0.3698,0.0201,-7.2979
frustrated,0.4459,0.467,0.0105,-12.8685
frustrated,0.299,0.4391,0.0227,-9.1766
frustrated,0.2619,0.4312,0.4173,-3.5862
frustrated,0.3127,0.4257,0.1897,-6.9479
frustrated,0.0419,0.3863,0.2095,-17.0468
frustrated,0.3703,0.4952,0.0185,-14.6521
frustrated,0.2656,0.4143,0.0062,0.3251
frustrated,0.3653,0.3808,0.7876,2.7992
frustrated,0.4893,0.4418,0.0287,6.0526
frustrated,0.2196,0.449,0.0432,2.4512
frustrated,0.3604,0.572,0.3216,-1.2041
frustrated,0.3596,0.4654,0.0069,4.0866
frustrated,0.4169,0.453,0.1378,9.5614
frustrated,0.2996,0.3425,0.0088,-6.9889
frustrated,0.2575,0.3823,0.6079,2.0208
frustrated,0.4275,0.3698,0.1112,24.5085
frustrated,0.3426,0.5819,0.0179,3.1654
frustrated,0.4765,0.1154,0.0556,59.7955
frustrated,0.3518,0.467,0.0029,-2.6472
frustrated,0.1194,0.4205,0.1458,-14.0175
frustrated,0.4303,0.4602,0.0138,4.4862
frustrated,0.3238,0.44,0.5848,-15.5335
frustrated,0.0199,0.571,0.0309,0.9663
frustrated,0.3485,0.3033,0.4713,16.1562
frustrated,0.3326,0.3998,0.2007,27.5069
frustrated,0.318,0.4027,0.0207,-4.2342
frustrated,0.2858,0.3806,0.2633,-17.0046
frustrated,0.2733,0.4215,0.2884,-11.775
frustrated,0.18,0.4568,0.0283,0.1167
frustrated,0.3214,0.4522,0.3356,-0.8078
frustrated,0.3063,0.4385,0.0945,-7.512
frustrated,0.3005,0.476,0.1629,-8.0634
frustrated,0.3589,0.4477,0.1954,2.7572
frustrated,0.2773,0.3859,0.4892,-5.9709
frustrated,0.2519,0.4166,0.0202,-3.5854
frustrated,0.3323,0.4965,0.0762,-2.9491
frustrated,0.2708,0.5063,0.4161,-13.3994
frustrated,0.3404,0.2671,0.0237,-6.4965
frustrated,0.3449,0.4946,0.0054,2.3768
frustrated,0.358,0.441,0.0159,-2.2078
frustrated,0.442,0.3238,0.0426,-23.3668
frustrated,0.3826,0.3994,0.4034,-7.2326
frustrated,0.3505,0.4813,0.3207,2.7439
frustrated,0.2643,0.4932,0.8699,-2.002
frustrated,0.5217,0.2716,0.0312,9.3588
frustrated,0.2636,0.4092,0.0145,36.2573
frustrated,0.3215,0.4493,0.0116,5.9657
frustrated,0.3428,0.3627,0.4803,-1.3018
frustrated,0.3939,0.458,0.3403,-0.72
frustrated,0.4859,0.466,0.0439,-24.1933
frustrated,0.5409,0.2473,1.3553,-9.6882
frustrated,0.5057,0.3118,0.9395,-30.4469
frustrated,0.2747,0.532,0.0634,0.2546
frustrated,0.3907,0.5139,0.0915,9.2826
frustrated,0.122,0.3449,0.3742,-1.8748
frustrated,0.2994,0.3706,0.5445,38.9227
frustrated,0.3773,0.3707,0.0412,9.9159
frustrated,0.103,0.3753,0.0196,0.0225
frustrated,0.188,0.3764,0.2904,-11.0431
frustrated,0.3608,0.3809,0.0186,-3.2865
frustrated,0.0397,0.4195,0.014,-33.9594
frustrated,0.3462,0.4519,0.0227,0.4578
frustrated,0.1654,0.5168,0.4607,2.9187
frustrated,0.1171,0.4662,0.006,-4.7977
frustrated,0.0995,0.3932,0.083,5.1825
frustrated,0.2765,0.4674,0.0847,0.0814
frustrated,0.2283,0.4135,0.0852,-0.6304
frustrated,0.3239,0.4561,0.0273,-3.9908
frustrated,0.363,0.4689,0.3778,11.873
frustrated,0.0861,0.4275,0.1604,-4.4084
frustrated,0.3616,0.4522,0.6236,-5.1194
frustrated,0.324,0.4756,0.1126,-6.1098
frustrated,0.474,0.3451,0.5759,-3.5409
frustrated,0.3209,0.5217,0.1526,4.1166
frustrated,0.3239,0.4137,0.1663,-1.2875
frustrated,0.3515,0.5435,0.2188,-9.8752
frustrated,0.2941,0.4219,0.2127,0.8603
frustrated,0.3211,0.4184,0.7232,2.6784
frustrated,0.0393,0.56,0.0158,-0.0399
frustrated,0.3839,0.4649,0.3175,4.3949
frustrated,0.0634,0.4267,0.4332,0.6746
frustrated,0.3108,0.5228,0.0344,-0.161
frustrated,0.1903,0.5053,0.0136,-16.219
frustrated,0.0433,0.4724,0.1506,7.6534
frustrated,0.3581,0.4473,0.5483,1.6319
frustrated,0.2132,0.4117,0.5483,8.7337
frustrated,0.1822,0.469,0.078,-3.7512
frustrated,0.3508,0.4022,0.4959,-5.0843
frustrated,0.1315,0.4506,0.0512,2.4698
frustrated,0.1333,0.4999,0.3025,-10.0818
frustrated,0.067,0.4399,0.1378,2.5136
frustrated,0.3364,0.5391,0.4064,-5.8068
frustrated,0.365,0.5268,0.2773,0.4872
frustrated,0.3272,0.5648,0.0807,-0.9503
frustrated,0.0239,0.4845,0.0065,11.7976
frustrated,0.3074,0.4733,0.5977,6.9323
frustrated,0.1294,0.5255,0.2081,-19.2085
frustrated,0.2618,0.4441,0.1859,-0.2063
frustrated,0.2442,0.4742,0.1698,0.4707
frustrated,0.305,0.4445,0.015,1.5014
frustrated,0.3438,0.4231,0.0688,-5.6839
frustrated,0.3043,0.4251,0.382,7.877
frustrated,0.3641,0.3979,0.6885,5.3841
frustrated,0.3609,0.6994,0.1482,-5.8933
frustrated,0.1629,0.4554,0.0098,0.1616
frustrated,0.3279,0.4164,0.1764,-2.1091
frustrated,0.2977,0.5168,0.5754,-2.8315
frustrated,0.1315,0.4506,0.0512,2.4698
frustrated,0.0995,0.4256,0.331,-1.0772
frustrated,0.2887,0.5193,0.2904,0.7636
frustrated,0.352,0.4508,0.3419,-5.3851
frustrated,0.3379,0.4371,0.3731,-11.7444
frustrated,0.1375,0.4167,0.1499,2.7607
frustrated,0.3717,0.5303,0.2684,0.3988
frustrated,0.0204,0.4255,0.3369,0.1579
frustrated,0.3468,0.5328,0.2099,-18.9216
frustrated,0.019,0.4953,0.186,1.071
frustrated,0.334,0.4985,0.0163,-0.8564
frustrated,0.3514,0.5686,0.7194,-0.8426
frustrated,0.3039,0.5064,0.3213,16.6189
frustrated,0.3242,0.5131,0.3438,-28.7214
frustrated,0.0615,0.4044,0.0733,1.6999
frustrated,0.2641,0.43,0.3401,-9.6264
frustrated,0.3097,0.5127,0.2707,0.878
frustrated,0.224,0.3331,0.4078,7.0287
frustrated,0.1354,0.5183,0.1571,-2.7764
frustrated,0.1427,0.5064,0.0131,-2.1115
frustrated,0.2804,0.408,0.4576,3.6311
frustrated,0.3633,0.3806,0.6094,5.1521
frustrated,0.3996,0.3723,0.3526,-6.8885
frustrated,0.459,0.4521,0.1223,3.646
frustrated,0.2585,0.4627,0.2557,-3.7827
frustrated,0.019,0.4953,0.186,1.071
frustrated,0.2126,0.4964,0.0631,-9.2059
frustrated,0.398,0.4929,0.21,2.7197
frustrated,0.0599,0.4329,0.2893,3.6675
frustrated,0.2827,0.5773,0.36,1.2931
frustrated,0.3617,0.4515,0.1406,-0.647
frustrated,0.2836,0.4262,0.4639,-4.2828
frustrated,0.3044,0.4667,0.2566,14.1762
frustrated,0.222,0.4699,0.4938,27.0876
frustrated,0.3254,0.4253,0.2676,-8.1079
frustrated,0.3326,0.5472,0.1588,2.1633
frustrated,0.1996,0.511,0.4068,-7.489
frustrated,0.3632,0.3593,0.5573,4.8017
frustrated,0.343,0.5716,0.4943,9.4292
frustrated,0.0682,0.4495,0.0625,-5.1264
frustrated,0.234,0.4279,0.1806,1.9791
frustrated,0.2809,0.5509,0.019,-8.9842
frustrated,0.1618,0.4016,0.1089,7.7336
frustrated,0.3373,0.5266,0.2853,-0.0671
frustrated,0.2814,0.4336,0.4318,-4.1265
frustrated,0.2297,0.48,0.1794,0.6646
frustrated,0.3004,0.5129,0.0758,-0.0564
frustrated,0.2941,0.4219,0.2127,0.8603
frustrated,0.1098,0.4333,0.1458,-5.7471
frustrated,0.3322,0.4646,0.0226,0.4504
frustrated,0.0427,0.4284,0.6222,-0.2505
