emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt,mouth_width,mouth_height,eyebrow_asymmetry
frustrated,0.3419,0.3397,0.01,10.6004,0.1892,0.0019,0.0755
frustrated,0.582,0.3397,0.1389,-6.2976,0.094,0.0131,0.0043
frustrated,0.3114,0.4258,0.3295,-9.7185,0.2571,0.0847,0.0872
frustrated,0.3504,0.4697,0.2605,-1.9388,0.2567,0.0669,0.0047
frustrated,0.1695,0.3636,0.0699,-10.3468,0.2578,0.018,0.0805
frustrated,0.3793,0.3872,0.2508,-4.9532,0.3013,0.0756,0.0408
frustrated,0.122,0.3818,0.6634,0.1545,0.291,0.193,0.0013
frustrated,0.3648,0.3432,0.1125,0.0743,0.1318,0.0148,0.0048
frustrated,0.3073,0.4879,0.0082,0.0825,0.2736,0.0023,0.0053
frustrated,0.4149,0.4546,0.5623,-0.7736,0.1889,0.1062,0.0069
frustrated,0.3602,0.4489,0.0664,-3.3272,0.246,0.0163,0.0418
frustrated,0.3194,0.5009,0.0319,0.1611,0.2949,0.0094,0.0084
frustrated,0.3101,0.5048,0.0123,-6.4397,0.3332,0.0041,0.0691
frustrated,0.255,0.4779,0.7541,-11.9876,0.3017,0.2275,0.1375
frustrated,0.2059,0.4974,0.5475,-1.8863,0.3344,0.1831,0.0077
frustrated,0.3708,0.5345,0.5115,-1.1598,0.303,0.155,0.0077
frustrated,0.3409,0.3701,0.0141,5.1121,0.2139,0.003,0.0525
frustrated,0.2706,0.3462,0.1095,14.7008,0.198,0.0217,0.1062
frustrated,0.229,0.3653,0.4528,6.4144,0.274,0.1241,0.0397
frustrated,0.3685,0.4654,0.0089,3.2305,0.2466,0.0022,0.0149
frustrated,0.0727,0.4572,0.1339,-3.6346,0.3373,0.0452,0.0373
frustrated,0.0594,0.4246,0.3995,-0.9322,0.2941,0.1175,0.012
frustrated,0.407,0.4948,0.0146,-1.8966,0.2475,0.0036,0.0516
frustrated,0.3843,0.6017,0.0429,-0.3193,0.2863,0.0123,0.0031
frustrated,0.2834,0.336,0.2653,-8.8201,0.2107,0.0559,0.0509
frustrated,0.1045,0.5492,0.35,0.7226,0.4409,0.1543,0.003
frustrated,0.2631,0.6269,0.1032,2.8955,0.2986,0.0308,0.025
frustrated,0.1547,0.5282,0.1268,1.3982,0.2993,0.038,0.0176
frustrated,0.3062,0.4037,0.5917,0.9279,0.2652,0.1569,0.0055
frustrated,0.4182,0.4543,0.6871,-3.8741,0.2485,0.1708,0.0393
frustrated,0.3003,0.3903,0.4663,-1.1446,0.3106,0.1449,0.014
frustrated,0.3082,0.5049,0.1171,-2.4302,0.2528,0.0296,0.0201
frustrated,0.3272,0.4754,0.1775,-15.8914,0.2546,0.0452,0.1372
frustrated,0.155,0.2843,0.008,-2.1734,0.1537,0.0012,0.0005
frustrated,0.2931,0.3962,0.0213,25.7733,0.243,0.0052,0.1916
frustrated,0.3945,0.4476,0.0699,6.5719,0.2167,0.0152,0.0575
frustrated,0.3598,0.5335,0.0057,-1.0017,0.2512,0.0014,0.0021
frustrated,0.0228,0.3183,0.5507,2.6478,0.1972,0.1086,0.0129
frustrated,0.2691,0.5144,0.0042,0.4445,0.3145,0.0013,0.0066
frustrated,0.2519,0.4166,0.0202,-3.5854,0.2881,0.0058,0.0196
frustrated,0.3885,0.5559,0.0075,-15.2656,0.2616,0.002,0.1498
frustrated,0.361,0.644,0.0049,3.3184,0.3447,0.0017,0.0345
frustrated,0.3271,0.304,0.6143,-2.6041,0.2037,0.1252,0.0192
frustrated,0.2502,0.4886,0.2348,-14.4057,0.3206,0.0753,0.1338
frustrated,0.0527,0.4155,0.0094,10.0772,0.3314,0.0031,0.1019
frustrated,0.3683,0.3515,0.0308,24.4094,0.1818,0.0056,0.1628
frustrated,0.3298,0.4698,0.0182,2.3409,0.2619,0.0048,0.0241
frustrated,0.3664,0.4834,0.0106,9.7724,0.2162,0.0023,0.0877
frustrated,0.3653,0.3993,0.6618,-9.5001,0.2036,0.1347,0.0831
frustrated,0.4474,0.4568,0.0518,4.1174,0.1741,0.009,0.0761
frustrated,0.2651,0.4692,0.6559,1.3165,0.3016,0.1979,0.0099
frustrated,0.2526,0.3817,0.0024,-1.0903,0.3248,0.0008,0.0184
frustrated,0.0902,0.3379,0.5324,1.497,0.257,0.1368,0.022
frustrated,0.1352,0.4085,0.6984,0.8504,0.2565,0.1791,0.0144
frustrated,0.3178,0.4251,0.5626,18.3304,0.3174,0.1785,0.1383
frustrated,0.2567,0.439,0.0598,-5.7785,0.2448,0.0146,0.0516
frustrated,0.1619,0.3729,0.611,-13.4924,0.2138,0.1306,0.0953
frustrated,0.0728,0.35,0.9657,-2.1677,0.2693,0.26,0.0132
frustrated,0.2336,0.3511,1.0081,-16.7164,0.1843,0.1858,0.1149
frustrated,0.1997,0.4719,0.0274,15.393,0.2519,0.0069,0.1454
frustrated,0.2805,0.4941,0.2361,19.1807,0.2483,0.0586,0.1985
frustrated,0.3992,0.48,0.318,-6.138,0.2176,0.0692,0.0491
frustrated,0.0198,0.3211,0.4904,1.2408,0.237,0.1162,0.0013
frustrated,0.4255,0.3806,0.0277,22.895,0.1965,0.0054,0.1479
frustrated,0.2106,0.2693,0.0468,0.2167,0.1702,0.008,0.0024
frustrated,0.433,0.382,1.1161,-16.3129,0.1389,0.155,0.0783
frustrated,0.0409,0.4257,0.4725,-2.846,0.3007,0.1421,0.0181
frustrated,0.2037,0.4157,0.4713,-0.2277,0.3208,0.1512,0.0233
frustrated,0.3557,0.5985,0.3009,1.2064,0.4023,0.1211,0.0014
frustrated,0.3393,0.5279,0.1253,0.6786,0.2614,0.0327,0.0157
frustrated,0.3374,0.3654,0.3887,-24.7816,0.2719,0.1057,0.1621
frustrated,0.2919,0.3884,0.8557,-1.917,0.2976,0.2546,0.023
frustrated,0.4328,0.4968,0.0121,-0.5441,0.2303,0.0028,0.0089
frustrated,0.3662,0.4674,0.8121,1.0754,0.3148,0.2556,0.0124
frustrated,0.4169,0.5335,0.0217,0.5885,0.2588,0.0056,0.0146
frustrated,0.2335,0.4119,0.6513,5.5738,0.2671,0.174,0.055
frustrated,0.2415,0.4355,0.3174,-7.2473,0.3156,0.1002,0.0768
frustrated,0.2927,0.3499,0.2529,3.5651,0.2085,0.0527,0.0374
frustrated,0.3625,0.4909,0.0398,3.6342,0.2698,0.0107,0.0292
frustrated,0.3774,0.5182,0.4195,1.8013,0.3546,0.1487,0.0215
frustrated,0.3771,0.4516,0.0196,2.4334,0.261,0.0051,0.0291
frustrated,0.2759,0.352,0.0102,-4.1158,0.1912,0.0019,0.039
frustrated,0.0501,0.465,0.2717,-29.1662,0.3921,0.1065,0.2866
frustrated,0.359,0.3955,0.0131,5.4808,0.2272,0.003,0.0591
frustrated,0.2532,0.5357,0.0205,26.2955,0.2914,0.006,0.2368
frustrated,0.4911,0.5162,0.3111,0.5084,0.231,0.0718,0.0158
frustrated,0.3493,0.4606,0.0151,0.0425,0.206,0.0031,0.0088
frustrated,0.2567,0.439,0.0598,-5.7785,0.2448,0.0146,0.0516
frustrated,0.3159,0.3913,0.6641,2.2384,0.1952,0.1297,0.0129
frustrated,0.3976,0.4544,0.3383,5.4259,0.3523,0.1192,0.0586
frustrated,0.3014,0.5141,0.4487,-8.4369,0.3428,0.1538,0.0742
frustrated,0.4026,0.3469,0.9131,0.1613,0.2145,0.1958,0.0068
frustrated,0.3683,0.554,0.5347,-1.1093,0.3827,0.2046,0.0152
frustrated,0.4072,0.5041,0.0087,-2.9281,0.2645,0.0023,0.0181
frustrated,0.2743,0.4713,0.0055,4.3569,0.3068,0.0017,0.043
frustrated,0.3734,0.4525,0.0064,18.1344,0.2731,0.0017,0.1435
frustrated,0.3462,0.3125,0.0131,-26.7313,0.1575,0.0021,0.1498
frustrated,0.2892,0.4256,0.0149,-11.5883,0.2288,0.0034,0.1083
frustrated,0.1778,0.3276,1.0139,-4.2801,0.2318,0.235,0.032
frustrated,0.1718,0.392,0.1807,21.1708,0.2568,0.0464,0.1477
frustrated,0.3061,0.3356,0.752,-0.2921,0.2677,0.2013,0.0122
frustrated,0.4029,0.4377,0.7644,-15.4701,0.2304,0.1761,0.1468
frustrated,0.3451,0.4204,0.0855,2.9962,0.2013,0.0172,0.0115
frustrated,0.3052,0.4081,0.6692,6.425,0.2932,0.1962,0.0452
frustrated,0.4069,0.5294,0.2649,5.189,0.3618,0.0958,0.0584
frustrated,0.0606,0.4644,0.3099,-1.4537,0.3288,0.1019,0.0346
frustrated,0.2353,0.4851,0.0023,1.7403,0.2923,0.0007,0.0263
frustrated,0.1865,0.3807,0.6215,8.336,0.3278,0.2037,0.0661
frustrated,0.3232,0.3783,0.5312,-8.6914,0.2931,0.1557,0.1162
frustrated,0.2972,0.4108,0.0247,-16.1041,0.2226,0.0055,0.125
frustrated,0.216,0.3519,0.1241,8.9212,0.1878,0.0233,0.0578
frustrated,0.2705,0.4822,0.4076,-3.8688,0.2903,0.1183,0.0383
frustrated,0.2323,0.4698,0.0063,9.0206,0.2411,0.0015,0.0729
frustrated,0.291,0.4451,0.243,-5.0258,0.2209,0.0537,0.0532
frustrated,0.3414,0.4851,0.4793,28.0054,0.2412,0.1156,0.2779
frustrated,0.1977,0.4752,0.6809,0.9078,0.3061,0.2084,0.0337
frustrated,0.4091,0.3915,0.93,-19.7577,0.1997,0.1857,0.1337
frustrated,0.3231,0.4838,0.0217,6.2453,0.2878,0.0062,0.061
frustrated,0.1552,0.2998,0.7548,3.7948,0.1888,0.1425,0.0194
frustrated,0.4928,0.4376,0.1766,-3.3934,0.2106,0.0372,0.0112
frustrated,0.3589,0.2873,0.0766,13.5355,0.1331,0.0102,0.069
frustrated,0.3459,0.5678,0.2511,0.1206,0.3211,0.0806,0.0041
frustrated,0.2533,0.4293,0.0094,4.1813,0.2361,0.0022,0.032
frustrated,0.3613,0.5271,0.3111,-12.9503,0.3398,0.1057,0.1282
frustrated,0.0848,0.3895,0.4771,-3.1192,0.2603,0.1242,0.0146
frustrated,0.594,0.4185,0.0894,4.1001,0.1415,0.0126,0.0064
frustrated,0.2324,0.548,0.0182,-20.4231,0.2757,0.005,0.2
frustrated,0.3158,0.3313,0.009,6.9524,0.2396,0.0022,0.0517
frustrated,0.3582,0.432,0.2143,0.7606,0.3118,0.0668,0.001
frustrated,0.4836,0.5687,0.2806,19.0047,0.2607,0.0731,0.1959
frustrated,0.3787,0.3832,0.0477,-0.3075,0.2483,0.0118,0.002
frustrated,0.2089,0.4657,0.2793,-10.4501,0.3763,0.1051,0.1058
frustrated,0.3183,0.4456,0.0043,-2.9255,0.2612,0.0011,0.041
frustrated,0.2243,0.5024,0.252,-11.0143,0.3304,0.0833,0.1109
frustrated,0.2792,0.455,0.0471,-8.0951,0.2931,0.0138,0.0671
frustrated,0.272,0.4103,0.133,-1.4974,0.2207,0.0294,0.0203
frustrated,0.4406,0.4147,0.2093,6.6421,0.1928,0.0404,0.0528
frustrated,0.273,0.5147,0.146,-1.4185,0.3419,0.0499,0.0024
frustrated,0.3976,0.3558,0.9125,2.8006,0.1992,0.1818,0.0158
frustrated,0.1985,0.3271,0.0075,3.9291,0.2439,0.0018,0.0308
frustrated,0.262,0.464,0.0543,-17.3838,0.229,0.0124,0.1227
frustrated,0.2892,0.3634,0.194,-12.907,0.2417,0.0469,0.0861
frustrated,0.3347,0.4804,0.0109,10.1686,0.2448,0.0027,0.0953
frustrated,0.3869,0.3815,0.2947,6.203,0.3249,0.0957,0.048
frustrated,0.1611,0.3683,0.02,-8.8927,0.256,0.0051,0.0848
frustrated,0.3334,0.4116,0.0549,-4.8743,0.2615,0.0144,0.0468
frustrated,0.3879,0.4214,0.6223,5.0251,0.2283,0.1421,0.0453
frustrated,0.3206,0.3546,0.0107,-4.4406,0.225,0.0024,0.0382
frustrated,0.2102,0.3218,0.2836,-5.1814,0.1828,0.0518,0.0294
frustrated,0.4423,0.4244,0.1657,-1.3425,0.3147,0.0521,0.009
frustrated,0.1616,0.0748,0.0486,-19.641,0.0332,0.0016,0.032
frustrated,0.2243,0.3869,0.0083,0.0833,0.2583,0.0021,0.001
frustrated,0.2897,0.3858,0.2504,-1.1212,0.2285,0.0572,0.003
frustrated,0.2913,0.4191,0.0237,3.3295,0.2121,0.005,0.0392
frustrated,0.3159,0.4101,0.4235,-6.5831,0.1986,0.0841,0.0436
frustrated,0.1737,0.3401,0.0131,10.3308,0.2239,0.0029,0.0661
frustrated,0.3998,0.5472,0.0592,-0.9114,0.2517,0.0149,0.0263
frustrated,0.4134,0.5121,0.0115,-4.6812,0.35,0.004,0.0332
frustrated,0.3583,0.454,0.0204,-3.7089,0.23,0.0047,0.0482
frustrated,0.2989,0.4208,0.0142,3.7025,0.2471,0.0035,0.0343
frustrated,0.3627,0.3494,0.5693,-27.3658,0.2145,0.1221,0.1727
frustrated,0.2217,0.3021,0.0122,-8.5764,0.1966,0.0024,0.0428
frustrated,0.255,0.3291,0.4866,-5.7212,0.2097,0.1021,0.0248
frustrated,0.2312,0.3463,0.1407,2.4848,0.2441,0.0343,0.0231
frustrated,0.452,0.4086,0.3024,1.1233,0.1819,0.055,0.0028
frustrated,0.3435,0.3915,0.1797,-6.212,0.2507,0.045,0.0541
frustrated,0.3839,0.4797,0.2535,7.4925,0.2923,0.0741,0.0914
frustrated,0.3112,0.3451,0.006,1.2204,0.193,0.0012,0.0017
frustrated,0.2791,0.4677,0.4563,-11.367,0.2936,0.134,0.1343
frustrated,0.0646,0.425,0.8132,-1.2583,0.2214,0.1801,0.029
frustrated,0.3415,0.476,0.0161,-11.4084,0.258,0.0042,0.1056
frustrated,0.1165,0.4552,0.4247,7.5831,0.3133,0.1331,0.0639
frustrated,0.2734,0.2215,0.1122,62.4189,0.1118,0.0125,0.2193
frustrated,0.2778,0.3093,0.7842,0.7934,0.2547,0.1997,0.0008
frustrated,0.1551,0.3805,0.0596,1.1638,0.2115,0.0126,0.002
frustrated,0.3308,0.409,0.0447,-4.5326,0.18,0.008,0.0296
frustrated,0.2405,0.4337,0.4692,-4.4668,0.2779,0.1304,0.0331
frustrated,0.3461,0.403,0.7628,0.8815,0.1724,0.1315,0.0204
frustrated,0.3246,0.4799,0.2757,-18.8597,0.3051,0.0841,0.1712
frustrated,0.2797,0.4871,0.0032,9.8587,0.2531,0.0008,0.0895
frustrated,0.42,0.3242,0.142,-7.4403,0.1158,0.0165,0.0188
frustrated,0.254,0.2515,0.185,11.0253,0.1918,0.0355,0.0595
frustrated,0.2343,0.5893,0.0011,13.223,0.3856,0.0004,0.1362
frustrated,0.3138,0.4,0.058,-8.1201,0.3115,0.0181,0.0702
frustrated,0.2623,0.3854,0.0997,3.1111,0.1966,0.0196,0.0266
frustrated,0.2999,0.4963,0.0213,2.6063,0.2372,0.0051,0.0231
frustrated,0.3663,0.4428,0.035,-1.0639,0.2469,0.0086,0.0061
frustrated,0.1153,0.4589,0.0447,7.2734,0.297,0.0133,0.0723
frustrated,0.1809,0.5045,0.6403,-5.6552,0.1841,0.1179,0.0548
frustrated,0.2172,0.6539,0.0144,-2.3479,0.3599,0.0052,0.0461
frustrated,0.2657,0.4286,0.3911,-7.8079,0.2076,0.0812,0.0602
frustrated,0.3447,0.4061,0.0045,2.2448,0.2548,0.0011,0.0128
frustrated,0.274,0.3501,0.0077,-6.5609,0.231,0.0018,0.0419
frustrated,0.3403,0.4149,0.0911,2.6804,0.2051,0.0187,0.0166
frustrated,0.0318,0.4289,0.5623,3.2978,0.342,0.1923,0.0367
frustrated,0.3587,0.307,0.2199,-6.9893,0.0947,0.0208,0.0465
frustrated,0.3228,0.3299,0.7199,-1.6528,0.2131,0.1534,0.0167
frustrated,0.3084,0.2892,0.2281,6.6444,0.099,0.0226,0.0377
frustrated,0.2718,0.4729,0.4372,-7.6762,0.354,0.1548,0.0911
frustrated,0.3266,0.2496,0.2996,-26.9947,0.1276,0.0382,0.124
frustrated,0.3949,0.4442,0.0131,-5.1687,0.2106,0.0028,0.04
frustrated,0.1794,0.4944,0.0147,-1.5997,0.2425,0.0036,0.015
frustrated,0.2912,0.4054,0.0173,3.0493,0.2482,0.0043,0.0182
frustrated,0.3269,0.4106,0.0701,-18.6115,0.2148,0.0151,0.1354
frustrated,0.3758,0.5088,0.285,14.0172,0.3227,0.092,0.1251
frustrated,0.2861,0.3629,0.0476,3.9028,0.1431,0.0068,0.003
frustrated,0.161,0.3663,0.4414,0.1121,0.277,0.1223,0.0043
frustrated,0.2669,0.4047,0.0301,-36.1534,0.2819,0.0085,0.3093
frustrated,0.2577,0.3795,0.0208,-30.2285,0.1943,0.004,0.2052
frustrated,0.1893,0.4794,0.1304,18.2417,0.3249,0.0424,0.1822
frustrated,0.3609,0.4901,0.4031,-3.1479,0.3232,0.1303,0.0326
frustrated,0.2014,0.3497,0.6115,7.9718,0.1447,0.0885,0.0427
frustrated,0.2527,0.3904,0.4508,-6.3172,0.244,0.11,0.052
frustrated,0.2747,0.4778,0.0048,-0.2083,0.2997,0.0014,0.0133
frustrated,0.3032,0.4614,0.0174,-2.6195,0.2503,0.0044,0.0124
frustrated,0.1964,0.5307,0.027,-2.5604,0.2638,0.0071,0.0387
frustrated,0.3115,0.3439,0.1182,7.3011,0.204,0.0241,0.0631
frustrated,0.4174,0.4699,0.0818,1.2674,0.2418,0.0198,0.0245
frustrated,0.342,0.4148,0.4465,-0.7653,0.2929,0.1308,0.0147
frustrated,0.43,0.3842,0.2537,-3.8819,0.1815,0.0461,0.0203
frustrated,0.3628,0.4579,0.0487,36.8023,0.2423,0.0118,0.3165
frustrated,0.3096,0.429,0.0896,4.0877,0.2498,0.0224,0.0408
frustrated,0.0689,0.3609,0.0639,4.3082,0.2831,0.0181,0.0466
frustrated,0.0976,0.4175,0.6497,0.9194,0.3418,0.2221,0.0102
frustrated,0.3367,0.469,0.01,7.9009,0.258,0.0026,0.0478
frustrated,0.3125,0.3753,0.0068,19.9442,0.2203,0.0015,0.1375
frustrated,0.1682,0.3607,0.3091,-22.9786,0.17,0.0525,0.1373
frustrated,0.3748,0.4194,0.3745,21.1742,0.2332,0.0874,0.1581
frustrated,0.3802,0.4597,0.0672,-7.7392,0.249,0.0167,0.0753
frustrated,0.338,0.3703,0.6787,-0.7922,0.2171,0.1474,0.0091
frustrated,0.3413,0.4817,0.0198,-29.5653,0.281,0.0056,0.2433
frustrated,0.1774,0.4365,0.2018,-1.118,0.2648,0.0535,0.0039
frustrated,0.269,0.3554,0.0498,0.3503,0.2149,0.0107,0.0127
frustrated,0.3209,0.4374,0.0084,-5.8838,0.2421,0.002,0.0597
frustrated,0.4333,0.5274,0.2016,-11.9226,0.2549,0.0514,0.1385
frustrated,0.1467,0.4148,0.1547,8.2649,0.2968,0.0459,0.0778
frustrated,0.2901,0.365,0.0202,-12.7809,0.2404,0.0048,0.0916
frustrated,0.2669,0.4624,0.0011,3.6756,0.239,0.0003,0.0458
frustrated,0.3178,0.4518,0.0239,-6.5184,0.2457,0.0059,0.0606
frustrated,0.3277,0.4424,0.5629,-28.9015,0.2511,0.1414,0.2302
frustrated,0.0704,0.3402,0.4481,0.4343,0.3704,0.166,0.0061
frustrated,0.3465,0.3727,0.0774,8.6952,0.2438,0.0189,0.0651
frustrated,0.2832,0.4587,0.0384,1.0339,0.3183,0.0122,0.0107
frustrated,0.1594,0.3799,0.5528,11.591,0.2095,0.1158,0.0828
frustrated,0.2467,0.3443,0.0275,20.9676,0.1291,0.0036,0.1034
frustrated,0.5192,0.4375,0.0608,0.2366,0.1263,0.0077,0.0251
frustrated,0.2996,0.5446,0.0071,-2.6835,0.2604,0.0018,0.0066
frustrated,0.3939,0.4042,0.0188,3.3455,0.2197,0.0041,0.0143
frustrated,0.4226,0.3722,0.2545,1.8037,0.2768,0.0704,0.021
frustrated,0.3898,0.2945,0.5761,4.5456,0.1554,0.0895,0.0307
frustrated,0.2851,0.4479,0.5171,-17.9805,0.3489,0.1804,0.1541
frustrated,0.2726,0.3572,0.4326,-5.6523,0.2243,0.097,0.0361
frustrated,0.0217,0.4377,0.2394,1.0048,0.3176,0.076,0.0088
frustrated,0.3335,0.3886,0.1846,-6.6664,0.2474,0.0457,0.061
frustrated,0.2794,0.4191,0.0136,-0.1409,0.2224,0.003,0.0008
frustrated,0.2951,0.4419,0.0045,-13.2261,0.2974,0.0013,0.1194
frustrated,0.3477,0.4168,0.792,5.969,0.2329,0.1845,0.0421
frustrated,0.117,0.3891,0.501,0.0162,0.2944,0.1475,0.0002
frustrated,0.2952,0.4647,0.2909,-19.5486,0.3544,0.1031,0.1726
frustrated,0.3763,0.686,0.0209,-7.7834,0.3455,0.0072,0.1221
frustrated,0.2313,0.4309,0.0465,1.285,0.239,0.0111,0.0
frustrated,0.3445,0.4829,0.0686,-17.8464,0.3067,0.021,0.1704
frustrated,0.3655,0.5099,0.018,-0.9428,0.2825,0.0051,0.0271
frustrated,0.4329,0.5753,0.2779,-2.1254,0.3028,0.0841,0.0026
frustrated,0.3687,0.4154,0.01,-2.5494,0.2427,0.0024,0.0181
frustrated,0.3602,0.4716,0.4564,-2.458,0.2038,0.093,0.0069
frustrated,0.3488,0.4018,0.8179,0.6322,0.2863,0.2342,0.0221
frustrated,0.3037,0.5147,0.014,0.9667,0.2481,0.0035,0.0245
frustrated,0.3972,0.4092,0.0674,0.7065,0.23,0.0155,0.0062
frustrated,0.3701,0.4664,0.3294,-0.4849,0.3047,0.1004,0.0028
frustrated,0.2506,0.6188,0.0144,-6.0216,0.3366,0.0049,0.0639
frustrated,0.2637,0.3833,0.202,6.8654,0.2214,0.0447,0.0572
frustrated,0.3635,0.4242,0.3003,-0.915,0.2326,0.0698,0.0118
frustrated,0.3472,0.4363,0.0099,20.7188,0.2797,0.0028,0.1568
frustrated,0.2635,0.2808,0.0075,3.8299,0.1503,0.0011,0.0176
frustrated,0.3517,0.4886,0.009,-3.694,0.2584,0.0023,0.0389
frustrated,0.2678,0.4868,0.1713,-0.2006,0.2435,0.0417,0.0168
